q1,q2,q3,q4,q5,q6
-9.757986447241053796e-01,-6.505324298160697349e-01,-9.757986447241053796e-01,-8.131655372700876683e-01,-9.757986447241053796e-01,-6.505324298160697349e-01,-9.757986447241053796e-01
-9.796708615682478971e-01,-6.531139077121652647e-01,-9.796708615682478971e-01,-8.163923846402072471e-01,-9.796708615682478971e-01,-6.531139077121652647e-01,-9.796708615682478971e-01
-9.835430784123913028e-01,-6.556953856082607945e-01,-9.835430784123913028e-01,-8.196192320103268258e-01,-9.835430784123913028e-01,-6.556953856082607945e-01,-9.835430784123913028e-01
-9.874152952565347086e-01,-6.582768635043561023e-01,-9.874152952565347086e-01,-8.228460793804455164e-01,-9.874152952565347086e-01,-6.582768635043561023e-01,-9.874152952565347086e-01
-9.912875121006781143e-01,-6.608583414004516321e-01,-9.912875121006781143e-01,-8.260729267505650952e-01,-9.912875121006781143e-01,-6.608583414004516321e-01,-9.912875121006781143e-01
-9.951597289448215200e-01,-6.634398192965471619e-01,-9.951597289448215200e-01,-8.292997741206846740e-01,-9.951597289448215200e-01,-6.634398192965471619e-01,-9.951597289448215200e-01
-9.990319457889649257e-01,-6.660212971926426917e-01,-9.990319457889649257e-01,-8.325266214908042528e-01,-9.990319457889649257e-01,-6.660212971926426917e-01,-9.990319457889649257e-01
-1.002904162633107443e+00,-6.686027750887382215e-01,-1.002904162633107443e+00,-8.357534688609233875e-01,-1.002904162633107443e+00,-6.686027750887382215e-01,-1.002904162633107443e+00
-1.006776379477250849e+00,-6.711842529848339733e-01,-1.006776379477250849e+00,-8.389803162310429663e-01,-1.006776379477250849e+00,-6.711842529848339733e-01,-1.006776379477250849e+00
-1.010648596321394255e+00,-6.737657308809292811e-01,-1.010648596321394255e+00,-8.422071636011621010e-01,-1.010648596321394255e+00,-6.737657308809292811e-01,-1.010648596321394255e+00
-1.014520813165537660e+00,-6.763472087770245889e-01,-1.014520813165537660e+00,-8.454340109712816798e-01,-1.014520813165537660e+00,-6.763472087770245889e-01,-1.014520813165537660e+00
-1.018393030009681066e+00,-6.789286866731203407e-01,-1.018393030009681066e+00,-8.486608583414008145e-01,-1.018393030009681066e+00,-6.789286866731203407e-01,-1.018393030009681066e+00
-1.022265246853824472e+00,-6.815101645692160925e-01,-1.022265246853824472e+00,-8.518877057115203932e-01,-1.022265246853824472e+00,-6.815101645692160925e-01,-1.022265246853824472e+00
-1.026137463697966989e+00,-6.840916424653114003e-01,-1.026137463697966989e+00,-8.551145530816399720e-01,-1.026137463697966989e+00,-6.840916424653114003e-01,-1.026137463697966989e+00
-1.030009680542110395e+00,-6.866731203614067081e-01,-1.030009680542110395e+00,-8.583414004517591067e-01,-1.030009680542110395e+00,-6.866731203614067081e-01,-1.030009680542110395e+00
-1.033881897386253801e+00,-6.892545982575020158e-01,-1.033881897386253801e+00,-8.615682478218782414e-01,-1.033881897386253801e+00,-6.892545982575020158e-01,-1.033881897386253801e+00
-1.037754114230397207e+00,-6.918360761535977677e-01,-1.037754114230397207e+00,-8.647950951919978202e-01,-1.037754114230397207e+00,-6.918360761535977677e-01,-1.037754114230397207e+00
-1.041626331074540612e+00,-6.944175540496935195e-01,-1.041626331074540612e+00,-8.680219425621173990e-01,-1.041626331074540612e+00,-6.944175540496935195e-01,-1.041626331074540612e+00
-1.045498547918684018e+00,-6.969990319457888273e-01,-1.045498547918684018e+00,-8.712487899322369778e-01,-1.045498547918684018e+00,-6.969990319457888273e-01,-1.045498547918684018e+00
-1.049370764762826980e+00,-6.995805098418845791e-01,-1.049370764762826980e+00,-8.744756373023565565e-01,-1.049370764762826980e+00,-6.995805098418845791e-01,-1.049370764762826980e+00
-1.053242981606970385e+00,-7.021619877379798869e-01,-1.053242981606970385e+00,-8.777024846724752472e-01,-1.053242981606970385e+00,-7.021619877379798869e-01,-1.053242981606970385e+00
-1.057115198451113791e+00,-7.047434656340751946e-01,-1.057115198451113791e+00,-8.809293320425948259e-01,-1.057115198451113791e+00,-7.047434656340751946e-01,-1.057115198451113791e+00
-1.060987415295257197e+00,-7.073249435301709465e-01,-1.060987415295257197e+00,-8.841561794127144047e-01,-1.060987415295257197e+00,-7.073249435301709465e-01,-1.060987415295257197e+00
-1.064859632139400603e+00,-7.099064214262666983e-01,-1.064859632139400603e+00,-8.873830267828339835e-01,-1.064859632139400603e+00,-7.099064214262666983e-01,-1.064859632139400603e+00
-1.068731848983543120e+00,-7.124878993223620061e-01,-1.068731848983543120e+00,-8.906098741529531182e-01,-1.068731848983543120e+00,-7.124878993223620061e-01,-1.068731848983543120e+00
-1.072604065827686526e+00,-7.150693772184577579e-01,-1.072604065827686526e+00,-8.938367215230726970e-01,-1.072604065827686526e+00,-7.150693772184577579e-01,-1.072604065827686526e+00
-1.076476282671829932e+00,-7.176508551145530657e-01,-1.076476282671829932e+00,-8.970635688931918317e-01,-1.076476282671829932e+00,-7.176508551145530657e-01,-1.076476282671829932e+00
-1.080348499515973337e+00,-7.202323330106483734e-01,-1.080348499515973337e+00,-9.002904162633109664e-01,-1.080348499515973337e+00,-7.202323330106483734e-01,-1.080348499515973337e+00
-1.084220716360116743e+00,-7.228138109067441253e-01,-1.084220716360116743e+00,-9.035172636334305452e-01,-1.084220716360116743e+00,-7.228138109067441253e-01,-1.084220716360116743e+00
-1.088092933204260149e+00,-7.253952888028394330e-01,-1.088092933204260149e+00,-9.067441110035501239e-01,-1.088092933204260149e+00,-7.253952888028394330e-01,-1.088092933204260149e+00
-1.091965150048402666e+00,-7.279767666989351849e-01,-1.091965150048402666e+00,-9.099709583736697027e-01,-1.091965150048402666e+00,-7.279767666989351849e-01,-1.091965150048402666e+00
-1.095837366892546072e+00,-7.305582445950309367e-01,-1.095837366892546072e+00,-9.131978057437892815e-01,-1.095837366892546072e+00,-7.305582445950309367e-01,-1.095837366892546072e+00
-1.099709583736689478e+00,-7.331397224911258004e-01,-1.099709583736689478e+00,-9.164246531139079721e-01,-1.099709583736689478e+00,-7.331397224911258004e-01,-1.099709583736689478e+00
-1.103581800580832883e+00,-7.357212003872211081e-01,-1.103581800580832883e+00,-9.196515004840271068e-01,-1.103581800580832883e+00,-7.357212003872211081e-01,-1.103581800580832883e+00
-1.107454017424976289e+00,-7.383026782833168600e-01,-1.107454017424976289e+00,-9.228783478541466856e-01,-1.107454017424976289e+00,-7.383026782833168600e-01,-1.107454017424976289e+00
-1.111326234269119695e+00,-7.408841561794126118e-01,-1.111326234269119695e+00,-9.261051952242662644e-01,-1.111326234269119695e+00,-7.408841561794126118e-01,-1.111326234269119695e+00
-1.115198451113262657e+00,-7.434656340755079196e-01,-1.115198451113262657e+00,-9.293320425943858432e-01,-1.115198451113262657e+00,-7.434656340755079196e-01,-1.115198451113262657e+00
-1.119070667957406062e+00,-7.460471119716036714e-01,-1.119070667957406062e+00,-9.325588899645054219e-01,-1.119070667957406062e+00,-7.460471119716036714e-01,-1.119070667957406062e+00
-1.122942884801549468e+00,-7.486285898676994233e-01,-1.122942884801549468e+00,-9.357857373346245566e-01,-1.122942884801549468e+00,-7.486285898676994233e-01,-1.122942884801549468e+00
-1.126815101645692430e+00,-7.512100677637947310e-01,-1.126815101645692430e+00,-9.390125847047441354e-01,-1.126815101645692430e+00,-7.512100677637947310e-01,-1.126815101645692430e+00
-1.130687318489835835e+00,-7.537915456598904829e-01,-1.130687318489835835e+00,-9.422394320748637142e-01,-1.130687318489835835e+00,-7.537915456598904829e-01,-1.130687318489835835e+00
-1.134559535333979241e+00,-7.563730235559862347e-01,-1.134559535333979241e+00,-9.454662794449832930e-01,-1.134559535333979241e+00,-7.563730235559862347e-01,-1.134559535333979241e+00
-1.138431752178122203e+00,-7.589545014520815425e-01,-1.138431752178122203e+00,-9.486931268151028718e-01,-1.138431752178122203e+00,-7.589545014520815425e-01,-1.138431752178122203e+00
-1.142303969022265608e+00,-7.615359793481764061e-01,-1.142303969022265608e+00,-9.519199741852211183e-01,-1.142303969022265608e+00,-7.615359793481764061e-01,-1.142303969022265608e+00
-1.146176185866409014e+00,-7.641174572442721580e-01,-1.146176185866409014e+00,-9.551468215553406971e-01,-1.146176185866409014e+00,-7.641174572442721580e-01,-1.146176185866409014e+00
-1.150048402710552420e+00,-7.666989351403674657e-01,-1.150048402710552420e+00,-9.583736689254598318e-01,-1.150048402710552420e+00,-7.666989351403674657e-01,-1.150048402710552420e+00
-1.153920619554695826e+00,-7.692804130364632176e-01,-1.153920619554695826e+00,-9.616005162955794106e-01,-1.153920619554695826e+00,-7.692804130364632176e-01,-1.153920619554695826e+00
-1.157792836398838343e+00,-7.718618909325585253e-01,-1.157792836398838343e+00,-9.648273636656989893e-01,-1.157792836398838343e+00,-7.718618909325585253e-01,-1.157792836398838343e+00
-1.161665053242981749e+00,-7.744433688286542772e-01,-1.161665053242981749e+00,-9.680542110358185681e-01,-1.161665053242981749e+00,-7.744433688286542772e-01,-1.161665053242981749e+00
-1.165537270087125155e+00,-7.770248467247500290e-01,-1.165537270087125155e+00,-9.712810584059381469e-01,-1.165537270087125155e+00,-7.770248467247500290e-01,-1.165537270087125155e+00
-1.169409486931268560e+00,-7.796063246208453368e-01,-1.169409486931268560e+00,-9.745079057760572816e-01,-1.169409486931268560e+00,-7.796063246208453368e-01,-1.169409486931268560e+00
-1.173281703775411966e+00,-7.821878025169410886e-01,-1.173281703775411966e+00,-9.777347531461768604e-01,-1.173281703775411966e+00,-7.821878025169410886e-01,-1.173281703775411966e+00
-1.177153920619555372e+00,-7.847692804130368405e-01,-1.177153920619555372e+00,-9.809616005162964392e-01,-1.177153920619555372e+00,-7.847692804130368405e-01,-1.177153920619555372e+00
-1.181026137463697889e+00,-7.873507583091321482e-01,-1.181026137463697889e+00,-9.841884478864160180e-01,-1.181026137463697889e+00,-7.873507583091321482e-01,-1.181026137463697889e+00
-1.184898354307841295e+00,-7.899322362052279001e-01,-1.184898354307841295e+00,-9.874152952565355967e-01,-1.184898354307841295e+00,-7.899322362052279001e-01,-1.184898354307841295e+00
-1.188770571151984701e+00,-7.925137141013227637e-01,-1.188770571151984701e+00,-9.906421426266538433e-01,-1.188770571151984701e+00,-7.925137141013227637e-01,-1.188770571151984701e+00
-1.192642787996128106e+00,-7.950951919974180715e-01,-1.192642787996128106e+00,-9.938689899967734220e-01,-1.192642787996128106e+00,-7.950951919974180715e-01,-1.192642787996128106e+00
-1.196515004840271512e+00,-7.976766698935138233e-01,-1.196515004840271512e+00,-9.970958373668930008e-01,-1.196515004840271512e+00,-7.976766698935138233e-01,-1.196515004840271512e+00
-1.200387221684414918e+00,-8.002581477896091311e-01,-1.200387221684414918e+00,-1.000322684737012136e+00,-1.200387221684414918e+00,-8.002581477896091311e-01,-1.200387221684414918e+00
-1.204259438528557880e+00,-8.028396256857048829e-01,-1.204259438528557880e+00,-1.003549532107131714e+00,-1.204259438528557880e+00,-8.028396256857048829e-01,-1.204259438528557880e+00
-1.208131655372701285e+00,-8.054211035818006348e-01,-1.208131655372701285e+00,-1.006776379477251293e+00,-1.208131655372701285e+00,-8.054211035818006348e-01,-1.208131655372701285e+00
-1.212003872216844691e+00,-8.080025814778959425e-01,-1.212003872216844691e+00,-1.010003226847370872e+00,-1.212003872216844691e+00,-8.080025814778959425e-01,-1.212003872216844691e+00
-1.215876089060988097e+00,-8.105840593739916944e-01,-1.215876089060988097e+00,-1.013230074217490451e+00,-1.215876089060988097e+00,-8.105840593739916944e-01,-1.215876089060988097e+00
-1.219748305905131502e+00,-8.131655372700874462e-01,-1.219748305905131502e+00,-1.016456921587609585e+00,-1.219748305905131502e+00,-8.131655372700874462e-01,-1.219748305905131502e+00
-1.223620522749274908e+00,-8.157470151661827540e-01,-1.223620522749274908e+00,-1.019683768957729164e+00,-1.223620522749274908e+00,-8.157470151661827540e-01,-1.223620522749274908e+00
-1.227492739593417426e+00,-8.183284930622785058e-01,-1.227492739593417426e+00,-1.022910616327848743e+00,-1.227492739593417426e+00,-8.183284930622785058e-01,-1.227492739593417426e+00
-1.231364956437560831e+00,-8.209099709583733695e-01,-1.231364956437560831e+00,-1.026137463697966989e+00,-1.231364956437560831e+00,-8.209099709583733695e-01,-1.231364956437560831e+00
-1.235237173281704237e+00,-8.234914488544686773e-01,-1.235237173281704237e+00,-1.029364311068086568e+00,-1.235237173281704237e+00,-8.234914488544686773e-01,-1.235237173281704237e+00
-1.239109390125847643e+00,-8.260729267505644291e-01,-1.239109390125847643e+00,-1.032591158438206147e+00,-1.239109390125847643e+00,-8.260729267505644291e-01,-1.239109390125847643e+00
-1.242981606969991049e+00,-8.286544046466601809e-01,-1.242981606969991049e+00,-1.035818005808325726e+00,-1.242981606969991049e+00,-8.286544046466601809e-01,-1.242981606969991049e+00
-1.246853823814133566e+00,-8.312358825427554887e-01,-1.246853823814133566e+00,-1.039044853178444860e+00,-1.246853823814133566e+00,-8.312358825427554887e-01,-1.246853823814133566e+00
-1.250726040658276972e+00,-8.338173604388512405e-01,-1.250726040658276972e+00,-1.042271700548564439e+00,-1.250726040658276972e+00,-8.338173604388512405e-01,-1.250726040658276972e+00
-1.254598257502420378e+00,-8.363988383349465483e-01,-1.254598257502420378e+00,-1.045498547918684018e+00,-1.254598257502420378e+00,-8.363988383349465483e-01,-1.254598257502420378e+00
-1.258470474346563783e+00,-8.389803162310423001e-01,-1.258470474346563783e+00,-1.048725395288803597e+00,-1.258470474346563783e+00,-8.389803162310423001e-01,-1.258470474346563783e+00
-1.262342691190707189e+00,-8.415617941271380520e-01,-1.262342691190707189e+00,-1.051952242658923176e+00,-1.262342691190707189e+00,-8.415617941271380520e-01,-1.262342691190707189e+00
-1.266214908034850595e+00,-8.441432720232333597e-01,-1.266214908034850595e+00,-1.055179090029042310e+00,-1.266214908034850595e+00,-8.441432720232333597e-01,-1.266214908034850595e+00
-1.270087124878993112e+00,-8.467247499193291116e-01,-1.270087124878993112e+00,-1.058405937399161889e+00,-1.270087124878993112e+00,-8.467247499193291116e-01,-1.270087124878993112e+00
-1.273959341723136518e+00,-8.493062278154248634e-01,-1.273959341723136518e+00,-1.061632784769281468e+00,-1.273959341723136518e+00,-8.493062278154248634e-01,-1.273959341723136518e+00
-1.277831558567279924e+00,-8.518877057115192830e-01,-1.277831558567279924e+00,-1.064859632139399714e+00,-1.277831558567279924e+00,-8.518877057115192830e-01,-1.277831558567279924e+00
-1.281703775411423329e+00,-8.544691836076150349e-01,-1.281703775411423329e+00,-1.068086479509519293e+00,-1.281703775411423329e+00,-8.544691836076150349e-01,-1.281703775411423329e+00
-1.285575992255566735e+00,-8.570506615037107867e-01,-1.285575992255566735e+00,-1.071313326879638872e+00,-1.285575992255566735e+00,-8.570506615037107867e-01,-1.285575992255566735e+00
-1.289448209099710141e+00,-8.596321393998060945e-01,-1.289448209099710141e+00,-1.074540174249758451e+00,-1.289448209099710141e+00,-8.596321393998060945e-01,-1.289448209099710141e+00
-1.293320425943853103e+00,-8.622136172959018463e-01,-1.293320425943853103e+00,-1.077767021619878030e+00,-1.293320425943853103e+00,-8.622136172959018463e-01,-1.293320425943853103e+00
-1.297192642787996508e+00,-8.647950951919971541e-01,-1.297192642787996508e+00,-1.080993868989997164e+00,-1.297192642787996508e+00,-8.647950951919971541e-01,-1.297192642787996508e+00
-1.301064859632139914e+00,-8.673765730880929059e-01,-1.301064859632139914e+00,-1.084220716360116743e+00,-1.301064859632139914e+00,-8.673765730880929059e-01,-1.301064859632139914e+00
-1.304937076476283320e+00,-8.699580509841886578e-01,-1.304937076476283320e+00,-1.087447563730236322e+00,-1.304937076476283320e+00,-8.699580509841886578e-01,-1.304937076476283320e+00
-1.308809293320426725e+00,-8.725395288802839655e-01,-1.308809293320426725e+00,-1.090674411100355901e+00,-1.308809293320426725e+00,-8.725395288802839655e-01,-1.308809293320426725e+00
-1.312681510164570131e+00,-8.751210067763797174e-01,-1.312681510164570131e+00,-1.093901258470475479e+00,-1.312681510164570131e+00,-8.751210067763797174e-01,-1.312681510164570131e+00
-1.316553727008712649e+00,-8.777024846724754692e-01,-1.316553727008712649e+00,-1.097128105840594614e+00,-1.316553727008712649e+00,-8.777024846724754692e-01,-1.316553727008712649e+00
-1.320425943852856054e+00,-8.802839625685707770e-01,-1.320425943852856054e+00,-1.100354953210714193e+00,-1.320425943852856054e+00,-8.802839625685707770e-01,-1.320425943852856054e+00
-1.324298160696999460e+00,-8.828654404646656406e-01,-1.324298160696999460e+00,-1.103581800580832439e+00,-1.324298160696999460e+00,-8.828654404646656406e-01,-1.324298160696999460e+00
-1.328170377541142866e+00,-8.854469183607613925e-01,-1.328170377541142866e+00,-1.106808647950952018e+00,-1.328170377541142866e+00,-8.854469183607613925e-01,-1.328170377541142866e+00
-1.332042594385286272e+00,-8.880283962568567002e-01,-1.332042594385286272e+00,-1.110035495321071597e+00,-1.332042594385286272e+00,-8.880283962568567002e-01,-1.332042594385286272e+00
-1.335914811229428789e+00,-8.906098741529524521e-01,-1.335914811229428789e+00,-1.113262342691191176e+00,-1.335914811229428789e+00,-8.906098741529524521e-01,-1.335914811229428789e+00
-1.339787028073572195e+00,-8.931913520490482039e-01,-1.339787028073572195e+00,-1.116489190061310754e+00,-1.339787028073572195e+00,-8.931913520490482039e-01,-1.339787028073572195e+00
