q1,q2,q3,q4,q5,q6
2.581830568959102568e+00,1.721220379306068970e+00,2.581830568959102568e+00,2.151525474132585547e+00,2.581830568959102568e+00,1.721220379306068970e+00,2.581830568959102568e+00
2.576807557757600176e+00,1.717871705171734042e+00,2.576807557757600176e+00,2.147339631464666887e+00,2.576807557757600176e+00,1.717871705171734042e+00,2.576807557757600176e+00
2.571754558429521609e+00,1.714503038953014924e+00,2.571754558429521609e+00,2.143128798691268155e+00,2.571754558429521609e+00,1.714503038953014924e+00,2.571754558429521609e+00
2.566671570974866867e+00,1.711114380649911837e+00,2.566671570974866867e+00,2.138892975812389352e+00,2.566671570974866867e+00,1.711114380649911837e+00,2.566671570974866867e+00
2.561558595393636395e+00,1.707705730262424559e+00,2.561558595393636395e+00,2.134632162828030033e+00,2.561558595393636395e+00,1.707705730262424559e+00,2.561558595393636395e+00
2.556415631685829304e+00,1.704277087790553313e+00,2.556415631685829304e+00,2.130346359738191087e+00,2.556415631685829304e+00,1.704277087790553313e+00,2.556415631685829304e+00
2.551242679851446482e+00,1.700828453234297877e+00,2.551242679851446482e+00,2.126035566542872068e+00,2.551242679851446482e+00,1.700828453234297877e+00,2.551242679851446482e+00
2.546039739890487041e+00,1.697359826593658472e+00,2.546039739890487041e+00,2.121699783242072535e+00,2.546039739890487041e+00,1.697359826593658472e+00,2.546039739890487041e+00
2.540806811802951870e+00,1.693871207868634876e+00,2.540806811802951870e+00,2.117339009835792929e+00,2.540806811802951870e+00,1.693871207868634876e+00,2.540806811802951870e+00
2.535543895588840080e+00,1.690362597059227312e+00,2.535543895588840080e+00,2.112953246324033252e+00,2.535543895588840080e+00,1.690362597059227312e+00,2.535543895588840080e+00
2.530250991248152559e+00,1.686833994165435557e+00,2.530250991248152559e+00,2.108542492706793947e+00,2.530250991248152559e+00,1.686833994165435557e+00,2.530250991248152559e+00
2.524928098780888863e+00,1.683285399187259612e+00,2.524928098780888863e+00,2.104106748984074127e+00,2.524928098780888863e+00,1.683285399187259612e+00,2.524928098780888863e+00
2.519575218187048993e+00,1.679716812124699699e+00,2.519575218187048993e+00,2.099646015155874235e+00,2.519575218187048993e+00,1.679716812124699699e+00,2.519575218187048993e+00
2.514192349466632947e+00,1.676128232977755816e+00,2.514192349466632947e+00,2.095160291222194271e+00,2.514192349466632947e+00,1.676128232977755816e+00,2.514192349466632947e+00
2.508779492619640727e+00,1.672519661746427522e+00,2.508779492619640727e+00,2.090649577183033792e+00,2.508779492619640727e+00,1.672519661746427522e+00,2.508779492619640727e+00
2.503336647646072777e+00,1.668891098430715481e+00,2.503336647646072777e+00,2.086113873038393685e+00,2.503336647646072777e+00,1.668891098430715481e+00,2.503336647646072777e+00
2.497863814545928207e+00,1.665242543030619249e+00,2.497863814545928207e+00,2.081553178788273506e+00,2.497863814545928207e+00,1.665242543030619249e+00,2.497863814545928207e+00
2.492360993319207907e+00,1.661573995546138827e+00,2.492360993319207907e+00,2.076967494432672812e+00,2.492360993319207907e+00,1.661573995546138827e+00,2.492360993319207907e+00
2.486828183965910988e+00,1.657885455977274436e+00,2.486828183965910988e+00,2.072356819971592490e+00,2.486828183965910988e+00,1.657885455977274436e+00,2.486828183965910988e+00
2.481265386486038338e+00,1.654176924324025855e+00,2.481265386486038338e+00,2.067721155405031652e+00,2.481265386486038338e+00,1.654176924324025855e+00,2.481265386486038338e+00
2.475672600879589069e+00,1.650448400586393305e+00,2.475672600879589069e+00,2.063060500732991187e+00,2.475672600879589069e+00,1.650448400586393305e+00,2.475672600879589069e+00
2.470049827146564070e+00,1.646699884764376343e+00,2.470049827146564070e+00,2.058374855955470206e+00,2.470049827146564070e+00,1.646699884764376343e+00,2.470049827146564070e+00
2.464397065286962896e+00,1.642931376857975634e+00,2.464397065286962896e+00,2.053664221072469154e+00,2.464397065286962896e+00,1.642931376857975634e+00,2.464397065286962896e+00
2.458714315300785547e+00,1.639142876867190735e+00,2.458714315300785547e+00,2.048928596083988030e+00,2.458714315300785547e+00,1.639142876867190735e+00,2.458714315300785547e+00
2.453001577188032023e+00,1.635334384792021645e+00,2.453001577188032023e+00,2.044167980990026834e+00,2.453001577188032023e+00,1.635334384792021645e+00,2.453001577188032023e+00
2.447258850948702325e+00,1.631505900632468808e+00,2.447258850948702325e+00,2.039382375790585566e+00,2.447258850948702325e+00,1.631505900632468808e+00,2.447258850948702325e+00
2.441486136582796895e+00,1.627657424388531560e+00,2.441486136582796895e+00,2.034571780485663783e+00,2.441486136582796895e+00,1.627657424388531560e+00,2.441486136582796895e+00
2.435683434090314847e+00,1.623788956060210342e+00,2.435683434090314847e+00,2.029736195075262373e+00,2.435683434090314847e+00,1.623788956060210342e+00,2.435683434090314847e+00
2.429850743471257069e+00,1.619900495647504934e+00,2.429850743471257069e+00,2.024875619559380446e+00,2.429850743471257069e+00,1.619900495647504934e+00,2.429850743471257069e+00
2.423988064725622671e+00,1.615992043150415558e+00,2.423988064725622671e+00,2.019990053938018892e+00,2.423988064725622671e+00,1.615992043150415558e+00,2.423988064725622671e+00
2.418095397853412543e+00,1.612063598568941991e+00,2.418095397853412543e+00,2.015079498211176823e+00,2.418095397853412543e+00,1.612063598568941991e+00,2.418095397853412543e+00
2.412172742854625795e+00,1.608115161903084456e+00,2.412172742854625795e+00,2.010143952378855126e+00,2.412172742854625795e+00,1.608115161903084456e+00,2.412172742854625795e+00
2.406220099729263318e+00,1.604146733152842508e+00,2.406220099729263318e+00,2.005183416441052913e+00,2.406220099729263318e+00,1.604146733152842508e+00,2.406220099729263318e+00
2.400237468477324665e+00,1.600158312318216813e+00,2.400237468477324665e+00,2.000197890397770628e+00,2.400237468477324665e+00,1.600158312318216813e+00,2.400237468477324665e+00
2.394224849098809837e+00,1.596149899399206928e+00,2.394224849098809837e+00,1.995187374249008272e+00,2.394224849098809837e+00,1.596149899399206928e+00,2.394224849098809837e+00
2.388182241593718835e+00,1.592121494395813075e+00,2.388182241593718835e+00,1.990151867994765844e+00,2.388182241593718835e+00,1.592121494395813075e+00,2.388182241593718835e+00
2.382109645962051658e+00,1.588073097308034809e+00,2.382109645962051658e+00,1.985091371635042901e+00,2.382109645962051658e+00,1.588073097308034809e+00,2.382109645962051658e+00
2.376007062203808751e+00,1.584004708135872797e+00,2.376007062203808751e+00,1.980005885169840329e+00,2.376007062203808751e+00,1.584004708135872797e+00,2.376007062203808751e+00
2.369874490318989224e+00,1.579916326879326594e+00,2.369874490318989224e+00,1.974895408599157687e+00,2.369874490318989224e+00,1.579916326879326594e+00,2.369874490318989224e+00
2.363711930307593967e+00,1.575807953538396200e+00,2.363711930307593967e+00,1.969759941922994528e+00,2.363711930307593967e+00,1.575807953538396200e+00,2.363711930307593967e+00
2.357519382169622091e+00,1.571679588113081838e+00,2.357519382169622091e+00,1.964599485141351742e+00,2.357519382169622091e+00,1.571679588113081838e+00,2.357519382169622091e+00
2.351296845905074484e+00,1.567531230603383285e+00,2.351296845905074484e+00,1.959414038254228663e+00,2.351296845905074484e+00,1.567531230603383285e+00,2.351296845905074484e+00
2.345044321513950258e+00,1.563362881009300764e+00,2.345044321513950258e+00,1.954203601261625511e+00,2.345044321513950258e+00,1.563362881009300764e+00,2.345044321513950258e+00
2.338761808996250302e+00,1.559174539330834053e+00,2.338761808996250302e+00,1.948968174163542066e+00,2.338761808996250302e+00,1.559174539330834053e+00,2.338761808996250302e+00
2.332449308351974615e+00,1.554966205567983373e+00,2.332449308351974615e+00,1.943707756959978550e+00,2.332449308351974615e+00,1.554966205567983373e+00,2.332449308351974615e+00
2.326106819581121865e+00,1.550737879720748502e+00,2.326106819581121865e+00,1.938422349650934962e+00,2.326106819581121865e+00,1.550737879720748502e+00,2.326106819581121865e+00
2.319734342683693384e+00,1.546489561789129441e+00,2.319734342683693384e+00,1.933111952236411302e+00,2.319734342683693384e+00,1.546489561789129441e+00,2.319734342683693384e+00
2.313331877659689173e+00,1.542221251773126411e+00,2.313331877659689173e+00,1.927776564716407570e+00,2.313331877659689173e+00,1.542221251773126411e+00,2.313331877659689173e+00
2.306899424509108343e+00,1.537932949672739413e+00,2.306899424509108343e+00,1.922416187090923767e+00,2.306899424509108343e+00,1.537932949672739413e+00,2.306899424509108343e+00
2.300436983231951338e+00,1.533624655487968003e+00,2.300436983231951338e+00,1.917030819359959448e+00,2.300436983231951338e+00,1.533624655487968003e+00,2.300436983231951338e+00
2.293944553828218602e+00,1.529296369218812846e+00,2.293944553828218602e+00,1.911620461523515502e+00,2.293944553828218602e+00,1.529296369218812846e+00,2.293944553828218602e+00
2.287422136297909692e+00,1.524948090865273498e+00,2.287422136297909692e+00,1.906185113581591262e+00,2.287422136297909692e+00,1.524948090865273498e+00,2.287422136297909692e+00
2.280869730641024162e+00,1.520579820427349738e+00,2.280869730641024162e+00,1.900724775534186728e+00,2.280869730641024162e+00,1.520579820427349738e+00,2.280869730641024162e+00
2.274287336857562902e+00,1.516191557905042231e+00,2.274287336857562902e+00,1.895239447381302345e+00,2.274287336857562902e+00,1.516191557905042231e+00,2.274287336857562902e+00
2.267674954947525467e+00,1.511783303298350756e+00,2.267674954947525467e+00,1.889729129122937668e+00,2.267674954947525467e+00,1.511783303298350756e+00,2.267674954947525467e+00
2.261032584910911858e+00,1.507355056607274868e+00,2.261032584910911858e+00,1.884193820759092919e+00,2.261032584910911858e+00,1.507355056607274868e+00,2.261032584910911858e+00
2.254360226747722074e+00,1.502906817831815012e+00,2.254360226747722074e+00,1.878633522289768099e+00,2.254360226747722074e+00,1.502906817831815012e+00,2.254360226747722074e+00
2.247657880457956114e+00,1.498438586971971187e+00,2.247657880457956114e+00,1.873048233714963429e+00,2.247657880457956114e+00,1.498438586971971187e+00,2.247657880457956114e+00
2.240925546041613980e+00,1.493950364027743172e+00,2.240925546041613980e+00,1.867437955034678243e+00,2.240925546041613980e+00,1.493950364027743172e+00,2.240925546041613980e+00
2.234163223498695672e+00,1.489442148999130966e+00,2.234163223498695672e+00,1.861802686248913208e+00,2.234163223498695672e+00,1.489442148999130966e+00,2.234163223498695672e+00
2.227370912829201632e+00,1.484913941886134792e+00,2.227370912829201632e+00,1.856142427357668101e+00,2.227370912829201632e+00,1.484913941886134792e+00,2.227370912829201632e+00
2.220548614033131418e+00,1.480365742688754427e+00,2.220548614033131418e+00,1.850457178360942478e+00,2.220548614033131418e+00,1.480365742688754427e+00,2.220548614033131418e+00
2.213696327110484585e+00,1.475797551406989871e+00,2.213696327110484585e+00,1.844746939258737006e+00,2.213696327110484585e+00,1.475797551406989871e+00,2.213696327110484585e+00
2.206814052061262021e+00,1.471209368040841792e+00,2.206814052061262021e+00,1.839011710051051463e+00,2.206814052061262021e+00,1.471209368040841792e+00,2.206814052061262021e+00
2.199901788885463283e+00,1.466601192590309299e+00,2.199901788885463283e+00,1.833251490737886069e+00,2.199901788885463283e+00,1.466601192590309299e+00,2.199901788885463283e+00
2.192959537583087926e+00,1.461973025055392394e+00,2.192959537583087926e+00,1.827466281319239938e+00,2.192959537583087926e+00,1.461973025055392394e+00,2.192959537583087926e+00
2.185987298154136838e+00,1.457324865436091743e+00,2.185987298154136838e+00,1.821656081795114179e+00,2.185987298154136838e+00,1.457324865436091743e+00,2.185987298154136838e+00
2.178985070598610019e+00,1.452656713732407123e+00,2.178985070598610019e+00,1.815820892165508127e+00,2.178985070598610019e+00,1.452656713732407123e+00,2.178985070598610019e+00
2.171952854916506581e+00,1.447968569944337869e+00,2.171952854916506581e+00,1.809960712430421781e+00,2.171952854916506581e+00,1.447968569944337869e+00,2.171952854916506581e+00
2.164890651107826969e+00,1.443260434071885090e+00,2.164890651107826969e+00,1.804075542589855807e+00,2.164890651107826969e+00,1.443260434071885090e+00,2.164890651107826969e+00
2.157798459172571626e+00,1.438532306115047898e+00,2.157798459172571626e+00,1.798165382643809318e+00,2.157798459172571626e+00,1.438532306115047898e+00,2.157798459172571626e+00
2.150676279110739220e+00,1.433784186073826739e+00,2.150676279110739220e+00,1.792230232592282757e+00,2.150676279110739220e+00,1.433784186073826739e+00,2.150676279110739220e+00
2.143524110922331527e+00,1.429016073948221388e+00,2.143524110922331527e+00,1.786270092435276347e+00,2.143524110922331527e+00,1.429016073948221388e+00,2.143524110922331527e+00
2.136341954607347660e+00,1.424227969738232069e+00,2.136341954607347660e+00,1.780284962172789420e+00,2.136341954607347660e+00,1.424227969738232069e+00,2.136341954607347660e+00
2.129129810165787617e+00,1.419419873443858560e+00,2.129129810165787617e+00,1.774274841804822866e+00,2.129129810165787617e+00,1.419419873443858560e+00,2.129129810165787617e+00
2.121887677597650956e+00,1.414591785065101082e+00,2.121887677597650956e+00,1.768239731331375797e+00,2.121887677597650956e+00,1.414591785065101082e+00,2.121887677597650956e+00
2.114615556902938565e+00,1.409743704601959413e+00,2.114615556902938565e+00,1.762179630752448656e+00,2.114615556902938565e+00,1.409743704601959413e+00,2.114615556902938565e+00
2.107313448081650442e+00,1.404875632054433776e+00,2.107313448081650442e+00,1.756094540068041887e+00,2.107313448081650442e+00,1.404875632054433776e+00,2.107313448081650442e+00
2.099981351133785257e+00,1.399987567422523949e+00,2.099981351133785257e+00,1.749984459278154159e+00,2.099981351133785257e+00,1.399987567422523949e+00,2.099981351133785257e+00
2.092619266059344341e+00,1.395079510706230153e+00,2.092619266059344341e+00,1.743849388382786803e+00,2.092619266059344341e+00,1.395079510706230153e+00,2.092619266059344341e+00
2.085227192858327694e+00,1.390151461905551944e+00,2.085227192858327694e+00,1.737689327381939597e+00,2.085227192858327694e+00,1.390151461905551944e+00,2.085227192858327694e+00
2.077805131530734428e+00,1.385203421020489767e+00,2.077805131530734428e+00,1.731504276275611875e+00,2.077805131530734428e+00,1.385203421020489767e+00,2.077805131530734428e+00
2.070353082076564988e+00,1.380235388051043843e+00,2.070353082076564988e+00,1.725294235063804305e+00,2.070353082076564988e+00,1.380235388051043843e+00,2.070353082076564988e+00
2.062871044495819817e+00,1.375247362997213507e+00,2.062871044495819817e+00,1.719059203746516440e+00,2.062871044495819817e+00,1.375247362997213507e+00,2.062871044495819817e+00
2.055359018788498471e+00,1.370239345858999425e+00,2.055359018788498471e+00,1.712799182323748726e+00,2.055359018788498471e+00,1.370239345858999425e+00,2.055359018788498471e+00
2.047817004954600506e+00,1.365211336636400929e+00,2.047817004954600506e+00,1.706514170795500274e+00,2.047817004954600506e+00,1.365211336636400929e+00,2.047817004954600506e+00
2.040245002994127255e+00,1.360163335329418466e+00,2.040245002994127255e+00,1.700204169161772416e+00,2.040245002994127255e+00,1.360163335329418466e+00,2.040245002994127255e+00
2.032643012907077384e+00,1.355095341938051812e+00,2.032643012907077384e+00,1.693869177422564265e+00,2.032643012907077384e+00,1.355095341938051812e+00,2.032643012907077384e+00
2.025011034693450895e+00,1.350007356462300967e+00,2.025011034693450895e+00,1.687509195577875598e+00,2.025011034693450895e+00,1.350007356462300967e+00,2.025011034693450895e+00
2.017349068353248676e+00,1.344899378902166376e+00,2.017349068353248676e+00,1.681124223627707304e+00,2.017349068353248676e+00,1.344899378902166376e+00,2.017349068353248676e+00
2.009657113886470725e+00,1.339771409257647372e+00,2.009657113886470725e+00,1.674714261572058716e+00,2.009657113886470725e+00,1.339771409257647372e+00,2.009657113886470725e+00
2.001935171293116156e+00,1.334623447528744400e+00,2.001935171293116156e+00,1.668279309410929834e+00,2.001935171293116156e+00,1.334623447528744400e+00,2.001935171293116156e+00
1.994191674733784891e+00,1.329461116489190298e+00,1.994191674733784891e+00,1.661826395611487373e+00,1.994191674733784891e+00,1.329461116489190298e+00,1.994191674733784891e+00
1.986447241045498524e+00,1.324298160696999460e+00,1.986447241045498524e+00,1.655372700871248659e+00,1.986447241045498524e+00,1.324298160696999460e+00,1.986447241045498524e+00
1.978702807357211713e+00,1.319135204904808178e+00,1.978702807357211713e+00,1.648919006131009501e+00,1.978702807357211713e+00,1.319135204904808178e+00,1.978702807357211713e+00
1.970958373668925345e+00,1.313972249112617119e+00,1.970958373668925345e+00,1.642465311390770788e+00,1.970958373668925345e+00,1.313972249112617119e+00,1.970958373668925345e+00
1.963213939980638756e+00,1.308809293320426281e+00,1.963213939980638756e+00,1.636011616650532297e+00,1.963213939980638756e+00,1.308809293320426281e+00,1.963213939980638756e+00
1.955469506292352388e+00,1.303646337528235222e+00,1.955469506292352388e+00,1.629557921910293583e+00,1.955469506292352388e+00,1.303646337528235222e+00,1.955469506292352388e+00
1.947725072604065577e+00,1.298483381736044162e+00,1.947725072604065577e+00,1.623104227170054425e+00,1.947725072604065577e+00,1.298483381736044162e+00,1.947725072604065577e+00
1.939980638915779210e+00,1.293320425943853103e+00,1.939980638915779210e+00,1.616650532429815712e+00,1.939980638915779210e+00,1.293320425943853103e+00,1.939980638915779210e+00
1.932236205227492620e+00,1.288157470151662265e+00,1.932236205227492620e+00,1.610196837689577221e+00,1.932236205227492620e+00,1.288157470151662265e+00,1.932236205227492620e+00
1.924491771539206031e+00,1.282994514359470983e+00,1.924491771539206031e+00,1.603743142949338063e+00,1.924491771539206031e+00,1.282994514359470983e+00,1.924491771539206031e+00
1.916747337850919441e+00,1.277831558567279924e+00,1.916747337850919441e+00,1.597289448209099350e+00,1.916747337850919441e+00,1.277831558567279924e+00,1.916747337850919441e+00
1.909002904162633074e+00,1.272668602775089086e+00,1.909002904162633074e+00,1.590835753468860636e+00,1.909002904162633074e+00,1.272668602775089086e+00,1.909002904162633074e+00
1.901258470474346263e+00,1.267505646982897805e+00,1.901258470474346263e+00,1.584382058728621701e+00,1.901258470474346263e+00,1.267505646982897805e+00,1.901258470474346263e+00
1.893514036786059895e+00,1.262342691190706967e+00,1.893514036786059895e+00,1.577928363988382987e+00,1.893514036786059895e+00,1.262342691190706967e+00,1.893514036786059895e+00
1.885769603097773306e+00,1.257179735398515907e+00,1.885769603097773306e+00,1.571474669248144274e+00,1.885769603097773306e+00,1.257179735398515907e+00,1.885769603097773306e+00
1.878025169409486939e+00,1.252016779606324848e+00,1.878025169409486939e+00,1.565020974507905338e+00,1.878025169409486939e+00,1.252016779606324848e+00,1.878025169409486939e+00
1.870280735721200127e+00,1.246853823814133788e+00,1.870280735721200127e+00,1.558567279767666625e+00,1.870280735721200127e+00,1.246853823814133788e+00,1.870280735721200127e+00
1.862536302032913760e+00,1.241690868021942951e+00,1.862536302032913760e+00,1.552113585027427911e+00,1.862536302032913760e+00,1.241690868021942951e+00,1.862536302032913760e+00
1.854791868344627392e+00,1.236527912229751891e+00,1.854791868344627392e+00,1.545659890287189198e+00,1.854791868344627392e+00,1.236527912229751891e+00,1.854791868344627392e+00
1.847047434656340581e+00,1.231364956437560609e+00,1.847047434656340581e+00,1.539206195546950262e+00,1.847047434656340581e+00,1.231364956437560609e+00,1.847047434656340581e+00
1.839303000968053992e+00,1.226202000645369772e+00,1.839303000968053992e+00,1.532752500806711549e+00,1.839303000968053992e+00,1.226202000645369772e+00,1.839303000968053992e+00
1.831558567279767624e+00,1.221039044853178712e+00,1.831558567279767624e+00,1.526298806066472835e+00,1.831558567279767624e+00,1.221039044853178712e+00,1.831558567279767624e+00
1.823814133591480813e+00,1.215876089060987653e+00,1.823814133591480813e+00,1.519845111326233900e+00,1.823814133591480813e+00,1.215876089060987653e+00,1.823814133591480813e+00
1.816069699903194445e+00,1.210713133268796593e+00,1.816069699903194445e+00,1.513391416585995186e+00,1.816069699903194445e+00,1.210713133268796593e+00,1.816069699903194445e+00
1.808325266214907856e+00,1.205550177476605755e+00,1.808325266214907856e+00,1.506937721845756473e+00,1.808325266214907856e+00,1.205550177476605755e+00,1.808325266214907856e+00
1.800580832526621045e+00,1.200387221684414474e+00,1.800580832526621045e+00,1.500484027105517537e+00,1.800580832526621045e+00,1.200387221684414474e+00,1.800580832526621045e+00
1.792836398838334677e+00,1.195224265892223636e+00,1.792836398838334677e+00,1.494030332365278824e+00,1.792836398838334677e+00,1.195224265892223636e+00,1.792836398838334677e+00
1.785091965150048310e+00,1.190061310100032577e+00,1.785091965150048310e+00,1.487576637625040110e+00,1.785091965150048310e+00,1.190061310100032577e+00,1.785091965150048310e+00
1.777347531461761942e+00,1.184898354307841295e+00,1.777347531461761942e+00,1.481122942884801175e+00,1.777347531461761942e+00,1.184898354307841295e+00,1.777347531461761942e+00
1.769603097773475131e+00,1.179735398515650457e+00,1.769603097773475131e+00,1.474669248144562461e+00,1.769603097773475131e+00,1.179735398515650457e+00,1.769603097773475131e+00
1.761858664085188542e+00,1.174572442723459398e+00,1.761858664085188542e+00,1.468215553404323748e+00,1.761858664085188542e+00,1.174572442723459398e+00,1.761858664085188542e+00
1.754114230396902174e+00,1.169409486931268560e+00,1.754114230396902174e+00,1.461761858664085034e+00,1.754114230396902174e+00,1.169409486931268560e+00,1.754114230396902174e+00
1.746369796708615363e+00,1.164246531139077279e+00,1.746369796708615363e+00,1.455308163923846099e+00,1.746369796708615363e+00,1.164246531139077279e+00,1.746369796708615363e+00
1.738625363020328995e+00,1.159083575346886441e+00,1.738625363020328995e+00,1.448854469183607385e+00,1.738625363020328995e+00,1.159083575346886441e+00,1.738625363020328995e+00
1.730880929332042406e+00,1.153920619554695381e+00,1.730880929332042406e+00,1.442400774443368672e+00,1.730880929332042406e+00,1.153920619554695381e+00,1.730880929332042406e+00
1.723136495643755817e+00,1.148757663762504322e+00,1.723136495643755817e+00,1.435947079703129736e+00,1.723136495643755817e+00,1.148757663762504322e+00,1.723136495643755817e+00
1.715392061955469227e+00,1.143594707970313262e+00,1.715392061955469227e+00,1.429493384962891023e+00,1.715392061955469227e+00,1.143594707970313262e+00,1.715392061955469227e+00
1.707647628267182860e+00,1.138431752178122203e+00,1.707647628267182860e+00,1.423039690222652309e+00,1.707647628267182860e+00,1.138431752178122203e+00,1.707647628267182860e+00
1.699903194578896493e+00,1.133268796385931143e+00,1.699903194578896493e+00,1.416585995482413374e+00,1.699903194578896493e+00,1.133268796385931143e+00,1.699903194578896493e+00
1.692158760890609681e+00,1.128105840593740083e+00,1.692158760890609681e+00,1.410132300742174660e+00,1.692158760890609681e+00,1.128105840593740083e+00,1.692158760890609681e+00
1.684414327202323314e+00,1.122942884801549246e+00,1.684414327202323314e+00,1.403678606001935947e+00,1.684414327202323314e+00,1.122942884801549246e+00,1.684414327202323314e+00
1.676669893514036724e+00,1.117779929009357964e+00,1.676669893514036724e+00,1.397224911261696789e+00,1.676669893514036724e+00,1.117779929009357964e+00,1.676669893514036724e+00
1.668925459825749913e+00,1.112616973217167127e+00,1.668925459825749913e+00,1.390771216521458076e+00,1.668925459825749913e+00,1.112616973217167127e+00,1.668925459825749913e+00
1.661181026137463546e+00,1.107454017424976067e+00,1.661181026137463546e+00,1.384317521781219362e+00,1.661181026137463546e+00,1.107454017424976067e+00,1.661181026137463546e+00
1.653436592449176956e+00,1.102291061632784785e+00,1.653436592449176956e+00,1.377863827040980649e+00,1.653436592449176956e+00,1.102291061632784785e+00,1.653436592449176956e+00
1.645692158760890367e+00,1.097128105840593948e+00,1.645692158760890367e+00,1.371410132300741935e+00,1.645692158760890367e+00,1.097128105840593948e+00,1.645692158760890367e+00
1.637947725072603777e+00,1.091965150048402888e+00,1.637947725072603777e+00,1.364956437560503222e+00,1.637947725072603777e+00,1.091965150048402888e+00,1.637947725072603777e+00
1.630203291384317410e+00,1.086802194256212051e+00,1.630203291384317410e+00,1.358502742820264508e+00,1.630203291384317410e+00,1.086802194256212051e+00,1.630203291384317410e+00
1.622458857696030599e+00,1.081639238464020769e+00,1.622458857696030599e+00,1.352049048080025351e+00,1.622458857696030599e+00,1.081639238464020769e+00,1.622458857696030599e+00
1.614714424007744231e+00,1.076476282671829932e+00,1.614714424007744231e+00,1.345595353339786637e+00,1.614714424007744231e+00,1.076476282671829932e+00,1.614714424007744231e+00
1.606969990319457864e+00,1.071313326879638872e+00,1.606969990319457864e+00,1.339141658599547924e+00,1.606969990319457864e+00,1.071313326879638872e+00,1.606969990319457864e+00
1.599225556631171274e+00,1.066150371087447812e+00,1.599225556631171274e+00,1.332687963859308988e+00,1.599225556631171274e+00,1.066150371087447812e+00,1.599225556631171274e+00
1.591481122942884463e+00,1.060987415295256753e+00,1.591481122942884463e+00,1.326234269119070275e+00,1.591481122942884463e+00,1.060987415295256753e+00,1.591481122942884463e+00
1.583736689254598096e+00,1.055824459503065693e+00,1.583736689254598096e+00,1.319780574378831783e+00,1.583736689254598096e+00,1.055824459503065693e+00,1.583736689254598096e+00
1.575992255566311728e+00,1.050661503710874634e+00,1.575992255566311728e+00,1.313326879638592626e+00,1.575992255566311728e+00,1.050661503710874634e+00,1.575992255566311728e+00
1.568247821878024917e+00,1.045498547918683574e+00,1.568247821878024917e+00,1.306873184898353912e+00,1.568247821878024917e+00,1.045498547918683574e+00,1.568247821878024917e+00
1.560503388189738327e+00,1.040335592126492736e+00,1.560503388189738327e+00,1.300419490158115199e+00,1.560503388189738327e+00,1.040335592126492736e+00,1.560503388189738327e+00
1.552758954501451960e+00,1.035172636334301455e+00,1.552758954501451960e+00,1.293965795417876263e+00,1.552758954501451960e+00,1.035172636334301455e+00,1.552758954501451960e+00
1.545014520813165149e+00,1.030009680542110617e+00,1.545014520813165149e+00,1.287512100677637550e+00,1.545014520813165149e+00,1.030009680542110617e+00,1.545014520813165149e+00
1.537270087124878781e+00,1.024846724749919558e+00,1.537270087124878781e+00,1.281058405937398836e+00,1.537270087124878781e+00,1.024846724749919558e+00,1.537270087124878781e+00
1.529525653436592414e+00,1.019683768957728720e+00,1.529525653436592414e+00,1.274604711197160123e+00,1.529525653436592414e+00,1.019683768957728720e+00,1.529525653436592414e+00
1.521781219748305602e+00,1.014520813165537438e+00,1.521781219748305602e+00,1.268151016456921187e+00,1.521781219748305602e+00,1.014520813165537438e+00,1.521781219748305602e+00
1.514036786060019235e+00,1.009357857373346601e+00,1.514036786060019235e+00,1.261697321716682474e+00,1.514036786060019235e+00,1.009357857373346601e+00,1.514036786060019235e+00
1.506292352371732646e+00,1.004194901581155541e+00,1.506292352371732646e+00,1.255243626976443760e+00,1.506292352371732646e+00,1.004194901581155541e+00,1.506292352371732646e+00
1.498547918683446278e+00,9.990319457889642596e-01,1.498547918683446278e+00,1.248789932236204825e+00,1.498547918683446278e+00,9.990319457889642596e-01,1.498547918683446278e+00
1.490803484995159467e+00,9.938689899967734220e-01,1.490803484995159467e+00,1.242336237495966111e+00,1.490803484995159467e+00,9.938689899967734220e-01,1.490803484995159467e+00
1.483059051306872878e+00,9.887060342045823624e-01,1.483059051306872878e+00,1.235882542755727398e+00,1.483059051306872878e+00,9.887060342045823624e-01,1.483059051306872878e+00
1.475314617618586510e+00,9.835430784123913028e-01,1.475314617618586510e+00,1.229428848015488462e+00,1.475314617618586510e+00,9.835430784123913028e-01,1.475314617618586510e+00
1.467570183930299699e+00,9.783801226202002432e-01,1.467570183930299699e+00,1.222975153275249749e+00,1.467570183930299699e+00,9.783801226202002432e-01,1.467570183930299699e+00
1.459825750242013331e+00,9.732171668280092947e-01,1.459825750242013331e+00,1.216521458535011035e+00,1.459825750242013331e+00,9.732171668280092947e-01,1.459825750242013331e+00
1.452081316553726964e+00,9.680542110358181240e-01,1.452081316553726964e+00,1.210067763794772100e+00,1.452081316553726964e+00,9.680542110358181240e-01,1.452081316553726964e+00
1.444336882865440153e+00,9.628912552436271755e-01,1.444336882865440153e+00,1.203614069054533386e+00,1.444336882865440153e+00,9.628912552436271755e-01,1.444336882865440153e+00
1.436592449177153785e+00,9.577282994514362269e-01,1.436592449177153785e+00,1.197160374314294673e+00,1.436592449177153785e+00,9.577282994514362269e-01,1.436592449177153785e+00
1.428848015488867196e+00,9.525653436592451673e-01,1.428848015488867196e+00,1.190706679574055959e+00,1.428848015488867196e+00,9.525653436592451673e-01,1.428848015488867196e+00
